exons,transcripts
2039851,2039845
2039857,2039855
2039859,2039855
2039861,2039855
2039863,2039855
2039865,2039855
2039867,2039855
2039869,2039855
2039871,2039855
2039873,2039855
2039879,2039877
2039881,2039877
2039883,2039877
2039889,2039887
2039895,2039893
2039897,2039893
2039899,2039893
2039905,2039903
2039911,2039909
2039917,2039915
2039923,2039921
2039929,2039927
2039935,2039933
2039941,2039939
2039947,2039945
2039949,2039945
2039951,2039945
2039953,2039945
2039955,2039945
2039961,2039959
2039967,2039965
2039969,2039965
2039975,2039973
2039977,2039973
2039979,2039973
2039981,2039973
2039987,2039985
2039989,2039985
2039991,2039985
2039993,2039985
2039995,2039985
2040001,2039999
2040007,2040005
2040009,2040005
2040011,2040005
2040013,2040005
2040015,2040005
2040017,2040005
2040023,2040021
2040025,2040021
2040027,2040021
2040029,2040021
2040031,2040021
2040033,2040021
2040035,2040021
2040037,2040021
2040043,2040041
2040045,2040041
2040047,2040041
2040049,2040041
2040055,2040053
2040057,2040053
2040059,2040053
2040061,2040053
2040063,2040053
2040069,2040067
2040075,2040073
2040081,2040079
2040083,2040079
2040085,2040079
2040087,2040079
2040093,2040091
2040095,2040091
2040101,2040099
2040103,2040099
2040110,2040108
2040116,2040114
2040118,2040114
2040124,2040122
2040126,2040122
2040132,2040130
2040134,2040130
2040140,2040138
2040146,2040144
2040152,2040150
2040154,2040150
2040160,2040158
2040162,2040158
2040168,2040166
2040174,2040172
2040180,2040178
2040182,2040178
2040188,2040186
2040194,2040192
2040200,2040198
2040206,2040204
2040212,2040210
2040214,2040210
2040216,2040210
2040218,2040210
2040220,2040210
2040222,2040210
2040224,2040210
2040226,2040210
2040228,2040210
2040234,2040232
2040240,2040238
2040246,2040244
2040248,2040244
2040250,2040244
2040256,2040254
2040262,2040260
2040268,2040266
2040274,2040272
2040276,2040272
2040278,2040272
2040284,2040282
2040286,2040282
2040292,2040290
2040298,2040296
2040300,2040296
2040302,2040296
2040308,2040306
2040314,2040312
2040320,2040318
2040322,2040318
2040324,2040318
2040326,2040318
2040328,2040318
2040330,2040318
2040336,2040334
2040338,2040334
2040344,2040342
2040350,2040348
2040352,2040348
2040358,2040356
2040364,2040362
2040366,2040362
2040368,2040362
2040370,2040362
2040376,2040374
2040378,2040374
2040384,2040382
2040390,2040388
2040396,2040394
2040398,2040394
2040404,2040402
2040406,2040402
2040408,2040402
2040410,2040402
2040416,2040414
2040422,2040420
2040428,2040426
2040430,2040426
2040432,2040426
2040438,2040436
2040444,2040442
2040450,2040448
2040452,2040448
2040454,2040448
2040456,2040448
2040458,2040448
2040460,2040448
2040462,2040448
2040468,2040466
2040474,2040472
2040480,2040478
2040482,2040478
2040488,2040486
2040490,2040486
2040496,2040494
2040498,2040494
2040504,2040502
2040506,2040502
2040508,2040502
2040510,2040502
2040512,2040502
2040514,2040502
2040516,2040502
2040518,2040502
2040520,2040502
2040522,2040502
2040524,2040502
2040526,2040502
2040528,2040502
2040530,2040502
2040532,2040502
2040538,2040536
2040540,2040536
2040547,2040545
2040549,2040545
2040555,2040553
2040557,2040553
2040563,2040561
2040565,2040561
2040571,2040569
2040577,2040575
2040583,2040581
2040585,2040581
2040591,2040589
2040593,2040589
2040595,2040589
2040601,2040599
2040607,2040605
2040609,2040605
2040615,2040613
2040621,2040619
2040627,2040625
2040633,2040631
2040639,2040637
2040645,2040643
2040651,2040649
2040657,2040655
2040663,2040661
2040669,2040667
2040675,2040673
2040681,2040679
2040683,2040679
2040685,2040679
2040687,2040679
2040693,2040691
2040695,2040691
2040701,2040699
2040707,2040705
2040709,2040705
2040715,2040713
2040717,2040713
2040719,2040713
2040721,2040713
2040727,2040725
2040733,2040731
2040739,2040737
2040741,2040737
2040743,2040737
2040745,2040737
2040751,2040749
2040753,2040749
2040759,2040757
2040761,2040757
2040763,2040757
2040769,2040767
2040771,2040767
2040777,2040775
2040783,2040781
2040789,2040787
2040791,2040787
2040797,2040795
2040803,2040801
2040809,2040807
2040811,2040807
2040813,2040807
2040815,2040807
2040817,2040807
2040819,2040807
2040821,2040807
2040823,2040807
2040829,2040827
2040831,2040827
2040833,2040827
2040839,2040837
2040845,2040843
2040851,2040849
2040858,2040856
2040860,2040856
2040862,2040856
2040868,2040866
2040870,2040866
2040876,2040874
2040878,2040874
2040880,2040874
2040886,2040884
2040888,2040884
2040894,2040892
2040900,2040898
2040906,2040904
2040912,2040910
2040918,2040916
2040920,2040916
2040926,2040924
2040928,2040924
2040930,2040924
2040932,2040924
2040938,2040936
2040940,2040936
2040942,2040936
2040944,2040936
2040946,2040936
2040948,2040936
2040950,2040936
2040952,2040936
2040958,2040956
2040964,2040962
2040970,2040968
2040976,2040974
2040978,2040974
2040984,2040982
2040990,2040988
2040992,2040988
2040994,2040988
2040996,2040988
2040998,2040988
2041000,2040988
2041002,2040988
2041008,2041006
2041014,2041012
2041020,2041018
2041026,2041024
2041033,2041031
2041035,2041031
2041037,2041031
2041043,2041041
2041049,2041047
2041055,2041053
2041057,2041053
2041063,2041061
2041065,2041061
2041071,2041069
2041077,2041075
2041083,2041081
2041089,2041087
2041095,2041093
2041097,2041093
2041099,2041093
2041105,2041103
2041111,2041109
2041113,2041109
2041115,2041109
2041121,2041119
2041123,2041119
2041125,2041119
2041131,2041129
2041133,2041129
2041135,2041129
2041137,2041129
2041139,2041129
2041145,2041143
2041147,2041143
2041149,2041143
2041151,2041143
2041153,2041143
2041159,2041157
2041165,2041163
2041171,2041169
2041177,2041175
2041179,2041175
2041181,2041175
2041183,2041175
2041185,2041175
2041187,2041175
2041189,2041175
2041191,2041175
2041193,2041175
2041195,2041175
2041197,2041175
2041203,2041201
2041209,2041207
2041215,2041213
2041222,2041220
2041228,2041226
2041230,2041226
2041236,2041234
2041238,2041234
2041244,2041242
2041250,2041248
2041252,2041248
2041254,2041248
2041256,2041248
2041258,2041248
2041260,2041248
2041262,2041248
2041269,2041267
2041275,2041273
2041277,2041273
2041279,2041273
2041281,2041273
2041283,2041273
2041285,2041273
2041287,2041273
2041289,2041273
2041291,2041273
2041293,2041273
2041299,2041297
2041301,2041297
2041303,2041297
2041309,2041307
2041311,2041307
2041317,2041315
2041319,2041315
2041321,2041315
2041323,2041315
2041325,2041315
2041327,2041315
2041329,2041315
2041331,2041315
2041333,2041315
2041335,2041315
2041337,2041315
2041339,2041315
2041341,2041315
2041343,2041315
2041345,2041315
2041351,2041349
2041353,2041349
2041355,2041349
2041361,2041359
2041367,2041365
2041373,2041371
2041379,2041377
2041385,2041383
2041387,2041383
2041389,2041383
2041391,2041383
2041393,2041383
2041395,2041383
2041397,2041383
2041399,2041383
2041401,2041383
2041403,2041383
2041405,2041383
2041407,2041383
2041409,2041383
2041411,2041383
2041417,2041415
2041423,2041421
2041425,2041421
2041431,2041429
2041438,2041436
2041444,2041442
2041450,2041448
2041456,2041454
2041458,2041454
2041460,2041454
2041462,2041454
2041464,2041454
2041466,2041454
2041472,2041470
2041478,2041476
2041480,2041476
2041482,2041476
2041484,2041476
2041486,2041476
2041492,2041490
2041494,2041490
2041496,2041490
2041498,2041490
2041500,2041490
2041502,2041490
2041504,2041490
2041506,2041490
2041508,2041490
2041510,2041490
2041512,2041490
2041514,2041490
2041516,2041490
2041518,2041490
2041520,2041490
2041522,2041490
2041528,2041526
2041534,2041532
2041540,2041538
2041547,2041545
2041549,2041545
2041555,2041553
2041557,2041553
2041563,2041561
2041565,2041561
2041567,2041561
2041569,2041561
2041571,2041561
2041573,2041561
2041575,2041561
2041581,2041579
2041583,2041579
2041585,2041579
2041587,2041579
2041589,2041579
2041591,2041579
2041597,2041595
2041603,2041601
2041605,2041601
2041611,2041609
2041617,2041615
2041619,2041615
2041625,2041623
2041627,2041623
2041633,2041631
2041635,2041631
2041637,2041631
2041639,2041631
2041645,2041643
2041647,2041643
2041649,2041643
2041651,2041643
2041653,2041643
2041659,2041657
2041665,2041663
2041667,2041663
2041673,2041671
2041679,2041677
2041681,2041677
2041683,2041677
2041689,2041687
2041691,2041687
2041697,2041695
2041703,2041701
2041709,2041707
2041711,2041707
2041717,2041715
2041723,2041721
2041725,2041721
2041727,2041721
2041729,2041721
2041731,2041721
2041737,2041735
2041739,2041735
2041741,2041735
2041747,2041745
2041749,2041745
2041755,2041753
2041757,2041753
2041759,2041753
2041766,2041764
2041768,2041764
2041770,2041764
2041772,2041764
2041774,2041764
2041776,2041764
2041778,2041764
2041780,2041764
2041782,2041764
2041788,2041786
2041790,2041786
2041792,2041786
2041794,2041786
2041800,2041798
2041802,2041798
2041808,2041806
2041814,2041812
2041820,2041818
2041822,2041818
2041824,2041818
2041826,2041818
2041828,2041818
2041830,2041818
2041836,2041834
2041842,2041840
2041844,2041840
2041850,2041848
2041858,2041856
2041860,2041856
2041867,2041865
2041874,2041872
2041876,2041872
2041883,2041881
2041885,2041881
2041892,2041890
2041894,2041890
2041901,2041899
2041903,2041899
2041910,2041908
2041912,2041908
2041919,2041917
2041921,2041917
2041923,2041917
2041925,2041917
2041927,2041917
2041929,2041917
2041931,2041917
2041933,2041917
2041935,2041917
2041942,2041940
2041949,2041947
2041956,2041954
2041963,2041961
2041970,2041968
2041977,2041975
2041979,2041975
2041981,2041975
2041988,2041986
2041995,2041993
2042002,2042000
2042009,2042007
2042016,2042014
2042023,2042021
2042030,2042028
2042032,2042028
2042034,2042028
2042036,2042028
2042038,2042028
2042040,2042028
2042042,2042028
2042049,2042047
2042056,2042054
2042063,2042061
2042070,2042068
2042072,2042068
2042074,2042068
2042076,2042068
2042078,2042068
2042080,2042068
2042082,2042068
2042084,2042068
2042086,2042068
2042088,2042068
2042095,2042093
2042102,2042100
2042109,2042107
2042116,2042114
2042118,2042114
2042120,2042114
2042122,2042114
2042129,2042127
2042136,2042134
2042138,2042134
2042145,2042143
2042147,2042143
2042149,2042143
2042151,2042143
2042158,2042156
2042160,2042156
2042167,2042165
2042169,2042165
2042171,2042165
2042178,2042176
2042185,2042183
2042192,2042190
2042194,2042190
2042196,2042190
2042203,2042201
2042210,2042208
2042212,2042208
2042219,2042217
2042221,2042217
2042228,2042226
2042230,2042226
2042237,2042235
2042239,2042235
2042241,2042235
2042248,2042246
2042255,2042253
2042262,2042260
2042269,2042267
2042276,2042274
2042283,2042281
2042285,2042281
2042287,2042281
2042289,2042281
2042291,2042281
2042293,2042281
2042295,2042281
2042297,2042281
2042299,2042281
2042306,2042304
2042308,2042304
2042315,2042313
2042322,2042320
2042324,2042320
2042331,2042329
2042338,2042336
2042345,2042343
2042352,2042350
2042354,2042350
2042356,2042350
2042363,2042361
2042365,2042361
2042367,2042361
2042374,2042372
2042376,2042372
2042378,2042372
2042380,2042372
2042382,2042372
2042384,2042372
2042386,2042372
2042388,2042372
2042390,2042372
2042392,2042372
2042399,2042397
2042406,2042404
2042413,2042411
2042420,2042418
2042422,2042418
2042424,2042418
2042426,2042418
2042433,2042431
2042440,2042438
2042447,2042445
2042449,2042445
2042456,2042454
2042458,2042454
2042465,2042463
2042467,2042463
2042474,2042472
2042481,2042479
2042488,2042486
2042490,2042486
2042492,2042486
2042494,2042486
2042496,2042486
2042498,2042486
2042500,2042486
2042507,2042505
2042514,2042512
2042521,2042519
2042528,2042526
2042535,2042533
2042542,2042540
2042549,2042547
2042551,2042547
2042553,2042547
2042560,2042558
2042567,2042565
2042569,2042565
2042571,2042565
2042573,2042565
2042580,2042578
2042582,2042578
2042589,2042587
2042591,2042587
2042598,2042596
2042605,2042603
2042612,2042610
2042619,2042617
2042626,2042624
2042628,2042624
2042630,2042624
2042632,2042624
2042634,2042624
2042641,2042639
2042648,2042646
2042655,2042653
2042657,2042653
2042659,2042653
2042661,2042653
2042668,2042666
2042675,2042673
2042677,2042673
2042679,2042673
2042686,2042684
2042688,2042684
2042695,2042693
2042697,2042693
2042699,2042693
2042706,2042704
2042713,2042711
2042720,2042718
2042727,2042725
2042734,2042732
2042741,2042739
2042743,2042739
2042750,2042748
2042757,2042755
2042764,2042762
2042771,2042769
2042773,2042769
2042780,2042778
2042782,2042778
2042789,2042787
2042796,2042794
2042803,2042801
2042805,2042801
2042807,2042801
2042809,2042801
2042811,2042801
2042813,2042801
2042815,2042801
2042817,2042801
2042819,2042801
2042821,2042801
2042828,2042826
2042830,2042826
2042832,2042826
2042839,2042837
2042846,2042844
2042848,2042844
2042855,2042853
2042857,2042853
2042859,2042853
2042861,2042853
2042863,2042853
2042865,2042853
2042867,2042853
2042873,2042871
2042880,2042878
2042887,2042885
2042894,2042892
2042901,2042899
2042903,2042899
2042905,2042899
2042907,2042899
2042909,2042899
2042911,2042899
2042913,2042899
2042915,2042899
2042917,2042899
2042919,2042899
2042921,2042899
2042923,2042899
2042925,2042899
2042927,2042899
2042934,2042932
2042936,2042932
2042943,2042941
2042945,2042941
2042947,2042941
2042949,2042941
2042951,2042941
2042953,2042941
2042960,2042958
2042967,2042965
2042969,2042965
2042971,2042965
2042973,2042965
2042975,2042965
2042977,2042965
2042979,2042965
2042985,2042983
2042987,2042983
2042994,2042992
2042996,2042992
2042998,2042992
2043000,2042992
2043002,2042992
2043004,2042992
2043006,2042992
2043008,2042992
2043015,2043013
2043022,2043020
2043024,2043020
2043031,2043029
2043033,2043029
2043040,2043038
2043047,2043045
2043049,2043045
2043051,2043045
2043058,2043056
2043060,2043056
2043067,2043065
2043074,2043072
2043076,2043072
2043083,2043081
2043085,2043081
2043087,2043081
2043094,2043092
2043096,2043092
2043103,2043101
2043105,2043101
2043112,2043110
2043119,2043117
2043126,2043124
2043133,2043131
2043140,2043138
2043142,2043138
2043149,2043147
2043151,2043147
2043158,2043156
2043160,2043156
2043167,2043165
2043174,2043172
2043181,2043179
2043188,2043186
2043195,2043193
2043202,2043200
2043209,2043207
2043211,2043207
2043218,2043216
2043220,2043216
2043227,2043225
2043229,2043225
2043236,2043234
2043243,2043241
2043245,2043241
2043247,2043241
2043249,2043241
2043256,2043254
2043258,2043254
2043260,2043254
2043267,2043265
2043269,2043265
2043276,2043274
2043283,2043281
2043290,2043288
2043292,2043288
2043294,2043288
2043301,2043299
2043303,2043299
2043305,2043299
2043312,2043310
2043314,2043310
2043321,2043319
2043328,2043326
2043330,2043326
2043337,2043335
2043339,2043335
2043346,2043344
2043348,2043344
2043350,2043344
2043352,2043344
2043354,2043344
2043356,2043344
2043358,2043344
2043360,2043344
2043362,2043344
2043364,2043344
2043366,2043344
2043373,2043371
2043380,2043378
2043387,2043385
2043389,2043385
2043391,2043385
2043393,2043385
2043395,2043385
2043402,2043400
2043409,2043407
2043411,2043407
2043418,2043416
2043425,2043423
2043427,2043423
2043434,2043432
2043436,2043432
2043443,2043441
2043450,2043448
2043457,2043455
2043459,2043455
2043466,2043464
2043468,2043464
2043475,2043473
2043482,2043480
2043489,2043487
2043491,2043487
2043493,2043487
2043495,2043487
2043497,2043487
2043504,2043502
2043506,2043502
2043513,2043511
2043515,2043511
2043517,2043511
2043519,2043511
2043521,2043511
2043528,2043526
2043535,2043533
2043537,2043533
2043544,2043542
2043546,2043542
2043553,2043551
2043555,2043551
2043562,2043560
2043564,2043560
2043566,2043560
2043568,2043560
2043570,2043560
2043572,2043560
2043574,2043560
2043576,2043560
2043583,2043581
2043585,2043581
2043587,2043581
2043594,2043592
2043601,2043599
2043608,2043606
2043615,2043613
2043617,2043613
2043624,2043622
2043626,2043622
2043633,2043631
2043640,2043638
2043647,2043645
2043654,2043652
2043656,2043652
2043658,2043652
2043665,2043663
2043667,2043663
2043669,2043663
2043671,2043663
2043673,2043663
2043675,2043663
2043677,2043663
2043679,2043663
2043681,2043663
2043683,2043663
2043685,2043663
2043687,2043663
2043689,2043663
2043696,2043694
2043703,2043701
2043710,2043708
2043717,2043715
2043724,2043722
2043731,2043729
2043733,2043729
2043735,2043729
2043737,2043729
2043739,2043729
2043741,2043729
2043748,2043746
2043750,2043746
2043757,2043755
2043764,2043762
2043766,2043762
2043773,2043771
2043775,2043771
2043777,2043771
2043779,2043771
2043781,2043771
2043783,2043771
2043790,2043788
2043792,2043788
2043799,2043797
2043801,2043797
2043808,2043806
2043810,2043806
2043817,2043815
2043819,2043815
2043821,2043815
2043823,2043815
2043825,2043815
2043827,2043815
2043834,2043832
2043836,2043832
2043838,2043832
2043845,2043843
2043847,2043843
2043854,2043852
2043856,2043852
2043863,2043861
2043865,2043861
2043872,2043870
2043874,2043870
2043881,2043879
2043883,2043879
2043890,2043888
2043897,2043895
2043899,2043895
2043901,2043895
2043903,2043895
2043910,2043908
2043917,2043915
2043924,2043922
2043931,2043929
2043933,2043929
2043940,2043938
2043942,2043938
2043949,2043947
2043951,2043947
2043953,2043947
2043960,2043958
2043962,2043958
2043969,2043967
2043971,2043967
2043973,2043967
2043975,2043967
2043982,2043980
2043984,2043980
2043991,2043989
2043998,2043996
2044005,2044003
2044012,2044010
2044019,2044017
2044026,2044024
2044028,2044024
2044035,2044033
2044042,2044040
2044049,2044047
2044051,2044047
2044058,2044056
2044060,2044056
2044062,2044056
2044069,2044067
2044071,2044067
2044078,2044076
2044085,2044083
2044087,2044083
2044094,2044092
2044101,2044099
2044108,2044106
2044110,2044106
2044117,2044115
2044124,2044122
2044126,2044122
2044133,2044131
2044135,2044131
2044142,2044140
2044144,2044140
2044151,2044149
2044158,2044156
2044160,2044156
2044167,2044165
2044169,2044165
2044176,2044174
2044178,2044174
2044180,2044174
2044182,2044174
2044184,2044174
2044186,2044174
2044188,2044174
2044190,2044174
2044197,2044195
2044199,2044195
2044206,2044204
2044208,2044204
2044215,2044213
2044217,2044213
2044224,2044222
2044226,2044222
2044228,2044222
2044230,2044222
2044237,2044235
2044244,2044242
2044246,2044242
2044253,2044251
2044255,2044251
2044262,2044260
2044264,2044260
2044271,2044269
2044273,2044269
2044280,2044278
2044282,2044278
2044289,2044287
2044296,2044294
2044298,2044294
2044305,2044303
2044312,2044310
2044319,2044317
2044321,2044317
2044323,2044317
2044330,2044328
2044332,2044328
2044339,2044337
2044341,2044337
2044348,2044346
2044350,2044346
2044357,2044355
2044359,2044355
2044361,2044355
2044363,2044355
2044365,2044355
2044367,2044355
2044374,2044372
2044381,2044379
2044388,2044386
2044390,2044386
2044397,2044395
2044399,2044395
2044406,2044404
2044413,2044411
2044420,2044418
2044422,2044418
2044424,2044418
2044426,2044418
2044428,2044418
2044430,2044418
2044432,2044418
2044434,2044418
2044436,2044418
2044443,2044441
2044450,2044448
2044457,2044455
2044459,2044455
2044466,2044464
2044468,2044464
2044475,2044473
2044482,2044480
2044484,2044480
2044486,2044480
2044488,2044480
2044495,2044493
2044502,2044500
2044509,2044507
2044511,2044507
2044513,2044507
2044515,2044507
2044517,2044507
2044519,2044507
2044526,2044524
2044528,2044524
2044530,2044524
2044532,2044524
2044539,2044537
2044546,2044544
2044553,2044551
2044555,2044551
2044562,2044560
2044564,2044560
2044566,2044560
2044573,2044571
2044575,2044571
2044577,2044571
2044579,2044571
2044586,2044584
2044588,2044584
2044595,2044593
2044602,2044600
2044609,2044607
2044616,2044614
2044618,2044614
2044620,2044614
2044622,2044614
2044629,2044627
2044636,2044634
2044643,2044641
2044645,2044641
2044647,2044641
2044649,2044641
2044651,2044641
2044658,2044656
2044665,2044663
2044667,2044663
2044669,2044663
2044671,2044663
2044678,2044676
2044680,2044676
2044682,2044676
2044684,2044676
2044686,2044676
2044688,2044676
2044690,2044676
2044692,2044676
2044694,2044676
2044701,2044699
2044708,2044706
2044710,2044706
2044712,2044706
2044714,2044706
2044716,2044706
2044723,2044721
2044725,2044721
2044732,2044730
2044739,2044737
2044746,2044744
2044748,2044744
2044755,2044753
2044762,2044760
2044764,2044760
2044766,2044760
2044768,2044760
2044770,2044760
2044772,2044760
2044774,2044760
2044776,2044760
2044783,2044781
2044790,2044788
2044792,2044788
2044799,2044797
2044806,2044804
2044808,2044804
2044810,2044804
2044812,2044804
2044819,2044817
2044826,2044824
2044828,2044824
2044835,2044833
2044842,2044840
2044849,2044847
2044851,2044847
2044858,2044856
2044860,2044856
2044862,2044856
2044864,2044856
2044866,2044856
2044873,2044871
2044875,2044871
2044877,2044871
2044884,2044882
2044886,2044882
2044893,2044891
2044895,2044891
2044902,2044900
2044904,2044900
2044906,2044900
2044908,2044900
2044910,2044900
2044912,2044900
2044914,2044900
2044921,2044919
2044928,2044926
2044935,2044933
2044937,2044933
2044944,2044942
2044946,2044942
2044953,2044951
2044955,2044951
2044957,2044951
2044959,2044951
2044961,2044951
2044963,2044951
2044965,2044951
2044967,2044951
2044974,2044972
2044981,2044979
2044983,2044979
2044990,2044988
2044992,2044988
2045000,2044998
2045002,2044998
2045004,2044998
2045006,2044998
2045008,2044998
2045010,2044998
2045012,2044998
2045014,2044998
2045016,2044998
2045018,2044998
2045020,2044998
2045022,2044998
2045024,2044998
2045026,2044998
2045028,2044998
2045035,2045033
2045037,2045033
2045039,2045033
2045046,2045044
2045048,2045044
2045050,2045044
2045052,2045044
2045054,2045044
2045061,2045059
2045068,2045066
2045070,2045066
2045077,2045075
2045079,2045075
2045081,2045075
2045088,2045086
2045090,2045086
2045092,2045086
2045099,2045097
2045101,2045097
2045108,2045106
2045115,2045113
2045122,2045120
2045124,2045120
2045126,2045120
2045128,2045120
2045135,2045133
2045137,2045133
2045144,2045142
2045146,2045142
2045153,2045151
2045160,2045158
2045162,2045158
2045169,2045167
2045176,2045174
2045183,2045181
2045185,2045181
2045187,2045181
2045189,2045181
2045191,2045181
2045198,2045196
2045205,2045203
2045207,2045203
2045209,2045203
2045211,2045203
2045213,2045203
2045220,2045218
2045222,2045218
2045224,2045218
2045226,2045218
2045228,2045218
2045230,2045218
2045232,2045218
2045234,2045218
2045236,2045218
2045243,2045241
2045250,2045248
2045252,2045248
2045254,2045248
2045261,2045259
2045268,2045266
2045270,2045266
2045272,2045266
2045279,2045277
2045286,2045284
2045288,2045284
2045290,2045284
2045292,2045284
2045294,2045284
2045296,2045284
2045298,2045284
2045300,2045284
2045302,2045284
2045309,2045307
2045311,2045307
2045318,2045316
2045320,2045316
2045327,2045325
2045329,2045325
2045336,2045334
2045338,2045334
2045345,2045343
2045352,2045350
2045359,2045357
2045361,2045357
2045363,2045357
2045365,2045357
2045367,2045357
2045374,2045372
2045376,2045372
2045378,2045372
2045380,2045372
2045382,2045372
2045384,2045372
2045386,2045372
2045388,2045372
2045390,2045372
2045392,2045372
2045394,2045372
2045396,2045372
2045398,2045372
2045400,2045372
2045402,2045372
2045404,2045372
2045406,2045372
2045408,2045372
2045410,2045372
2045412,2045372
2045414,2045372
2045416,2045372
2045418,2045372
2045420,2045372
2045422,2045372
2045424,2045372
2045426,2045372
2045428,2045372
2045430,2045372
2045432,2045372
2045434,2045372
2045441,2045439
2045443,2045439
2045450,2045448
2045457,2045455
2045459,2045455
2045466,2045464
2045468,2045464
2045475,2045473
2045477,2045473
2045484,2045482
2045491,2045489
2045498,2045496
2045505,2045503
2045512,2045510
2045514,2045510
2045521,2045519
2045523,2045519
2045525,2045519
2045532,2045530
2045534,2045530
2045536,2045530
2045538,2045530
2045545,2045543
2045552,2045550
2045559,2045557
2045566,2045564
2045568,2045564
2045575,2045573
2045582,2045580
2045589,2045587
2045591,2045587
2045598,2045596
2045605,2045603
2045612,2045610
2045614,2045610
2045621,2045619
2045623,2045619
2045630,2045628
2045632,2045628
2045639,2045637
2045641,2045637
2045643,2045637
2045645,2045637
2045652,2045650
2045654,2045650
2045661,2045659
2045663,2045659
2045670,2045668
2045677,2045675
2045684,2045682
2045691,2045689
2045693,2045689
2045700,2045698
2045707,2045705
2045714,2045712
2045716,2045712
2045718,2045712
2045720,2045712
2045727,2045725
2045734,2045732
2045741,2045739
2045743,2045739
2045750,2045748
2045752,2045748
2045759,2045757
2045766,2045764
2045773,2045771
2045780,2045778
2045782,2045778
2045784,2045778
2045786,2045778
2045788,2045778
2045790,2045778
2045792,2045778
2045799,2045797
2045801,2045797
2045808,2045806
2045815,2045813
2045817,2045813
2045824,2045822
2045826,2045822
2045828,2045822
2045835,2045833
2045837,2045833
2045839,2045833
2045841,2045833
2045848,2045846
2045850,2045846
2045852,2045846
2045854,2045846
2045861,2045859
2045863,2045859
2045865,2045859
2045867,2045859
2045874,2045872
2045876,2045872
2045883,2045881
2045885,2045881
2045887,2045881
2045889,2045881
2045896,2045894
2045898,2045894
2045900,2045894
2045902,2045894
2045909,2045907
2045916,2045914
2045923,2045921
2045925,2045921
2045932,2045930
2045939,2045937
2045941,2045937
2045943,2045937
2045945,2045937
2045952,2045950
2045959,2045957
2045966,2045964
2045973,2045971
2045975,2045971
2045977,2045971
2045984,2045982
2045986,2045982
2045993,2045991
2046000,2045998
2046002,2045998
2046009,2046007
2046016,2046014
2046018,2046014
2046020,2046014
2046027,2046025
2046029,2046025
2046036,2046034
2046043,2046041
2046050,2046048
2046057,2046055
2046059,2046055
2046066,2046064
2046073,2046071
2046075,2046071
2046077,2046071
2046079,2046071
2046081,2046071
2046083,2046071
2046085,2046071
2046087,2046071
2046094,2046092
2046101,2046099
2046103,2046099
2046110,2046108
2046112,2046108
2046114,2046108
2046121,2046119
2046128,2046126
2046130,2046126
2046137,2046135
2046144,2046142
2046146,2046142
2046148,2046142
2046155,2046153
2046157,2046153
2046164,2046162
2046166,2046162
2046173,2046171
2046180,2046178
2046187,2046185
2046189,2046185
2046191,2046185
2046198,2046196
2046205,2046203
2046207,2046203
2046209,2046203
2046211,2046203
2046218,2046216
2046220,2046216
2046222,2046216
2046224,2046216
2046231,2046229
2046238,2046236
2046240,2046236
2046242,2046236
2046244,2046236
2046246,2046236
2046253,2046251
2046255,2046251
2046257,2046251
2046259,2046251
2046261,2046251
2046263,2046251
2046265,2046251
2046267,2046251
2046269,2046251
2046271,2046251
2046273,2046251
2046275,2046251
2046277,2046251
2046279,2046251
2046286,2046284
2046288,2046284
2046295,2046293
2046297,2046293
2046299,2046293
2046301,2046293
2046308,2046306
2046315,2046313
2046322,2046320
2046329,2046327
2046331,2046327
2046333,2046327
2046335,2046327
2046337,2046327
2046339,2046327
2046341,2046327
2046343,2046327
2046345,2046327
2046347,2046327
2046349,2046327
2046351,2046327
2046353,2046327
2046355,2046327
2046357,2046327
2046359,2046327
2046366,2046364
2046373,2046371
2046380,2046378
2046382,2046378
2046384,2046378
2046386,2046378
2046388,2046378
2046390,2046378
2046392,2046378
2046394,2046378
2046401,2046399
2046408,2046406
2046410,2046406
2046412,2046406
2046414,2046406
2046421,2046419
2046423,2046419
2046425,2046419
2046427,2046419
2046429,2046419
2046431,2046419
2046438,2046436
2046440,2046436
2046442,2046436
2046449,2046447
2046456,2046454
2046463,2046461
2046465,2046461
2046472,2046470
2046479,2046477
2046486,2046484
2046488,2046484
2046490,2046484
2046496,2046494
2046503,2046501
2046505,2046501
2046512,2046510
2046514,2046510
2046516,2046510
2046518,2046510
2046525,2046523
2046527,2046523
2046529,2046523
2046536,2046534
2046538,2046534
2046540,2046534
2046542,2046534
2046549,2046547
2046556,2046554
2046558,2046554
2046565,2046563
2046567,2046563
2046574,2046572
2046576,2046572
2046578,2046572
2046580,2046572
2046587,2046585
2046589,2046585
2046591,2046585
2046593,2046585
2046600,2046598
2046602,2046598
2046609,2046607
2046611,2046607
2046618,2046616
2046625,2046623
2046627,2046623
2046629,2046623
2046636,2046634
2046643,2046641
2046650,2046648
2046652,2046648
2046654,2046648
2046661,2046659
2046668,2046666
2046670,2046666
2046677,2046675
2046684,2046682
2046686,2046682
2046693,2046691
2046695,2046691
2046697,2046691
2046699,2046691
2046706,2046704
2046708,2046704
2046710,2046704
2046712,2046704
2046714,2046704
2046716,2046704
2046718,2046704
2046720,2046704
2046727,2046725
2046734,2046732
2046741,2046739
2046743,2046739
2046745,2046739
2046747,2046739
2046749,2046739
2046751,2046739
2046753,2046739
2046760,2046758
2046767,2046765
2046774,2046772
2046776,2046772
